<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAB.TO,20230803,0.025,0.025,0.025,0.025,2097
AAV.TO,20230803,9.27,9.52,9.18,9.49,326078
ABX.TO,20230803,22.02,22.23,21.73,21.8,2828873
AC.TO,20230803,23.5,23.69,22.9,23.05,2050105
ACB.TO,20230803,0.73,0.75,0.72,0.74,457270
ACO.X.TO,20230803,36.75,36.78,36.09,36.46,312411
ACQ.TO,20230803,21.18,21.73,21,21.6,27632
AD.DB.TO,20230803,97.72,98.8,97.72,98.8,14000
AD.DB.A.TO,20230803,96.2,96.2,96.2,96.2,16000
AD.UN.TO,20230803,15.24,15.25,14.94,14.99,137634
ADCO.TO,20230803,0.21,0.21,0.21,0.21,2000
ADEN.TO,20230803,35.2,35.64,34.74,35.56,24609
ADN.TO,20230803,16.95,16.95,16.72,16.87,3147
ADW.A.TO,20230803,4.1,4.11,4.08,4.11,7300
ADW.B.TO,20230803,5.17,5.17,5.17,5.17,200
AEG.TO,20230803,0.35,0.35,0.34,0.34,5000
AEM.TO,20230803,64.95,65.38,63.98,64.57,1434987
AEZS.TO,20230803,4.1,4.1,3.83,4,300
AFN.TO,20230803,53.93,54.59,53.07,53.66,12755
AFN.DB.F.TO,20230803,98.25,98.5,98.25,98.5,13000
AFN.DB.G.TO,20230803,98.49,98.49,98.15,98.25,72000
AFN.DB.H.TO,20230803,96,96,96,96,65000
AGF.B.TO,20230803,7.69,7.75,7.64,7.7,57328
AGI.TO,20230803,15.51,15.62,15.33,15.43,355270
AI.TO,20230803,11.33,11.34,11.17,11.2,19791
AI.DB.D.TO,20230803,94.22,94.22,94.13,94.13,13000
AIF.TO,20230803,44.64,45.31,44.64,45.18,39494
AII.TO,20230803,0.59,0.6,0.59,0.6,14000
AIM.TO,20230803,3.21,3.22,3.19,3.2,31594
AKT.A.TO,20230803,1.61,1.72,1.61,1.72,2150
ALA.TO,20230803,25.76,25.95,25.48,25.72,578102
ALA.PR.A.TO,20230803,15.25,15.25,15.25,15.25,30900
ALA.PR.B.TO,20230803,17.8,17.8,17.23,17.23,1100
ALA.PR.G.TO,20230803,17.7,17.7,17.61,17.61,50324
ALC.TO,20230803,15.49,15.49,15.3,15.3,1879
ALS.TO,20230803,20.63,20.92,20.63,20.8,45088
ALYA.TO,20230803,2.45,2.45,2.35,2.37,21886
AMC.TO,20230803,2.9,2.9,2.83,2.87,48491
AMM.TO,20230803,0.195,0.195,0.195,0.195,650
AND.TO,20230803,41.18,41.85,40.9,41.5,17357
AOI.TO,20230803,3.1,3.15,3.07,3.14,154051
AOT.TO,20230803,0.55,0.55,0.55,0.55,154500
AP.UN.TO,20230803,21.68,21.69,21.24,21.57,231116
APLI.TO,20230803,0.055,0.06,0.05,0.06,682600
APR.UN.TO,20230803,11.88,11.94,11.86,11.87,7094
APS.TO,20230803,4.73,4.88,4.7,4.8,1134
AQN.TO,20230803,10.52,10.56,10.22,10.37,2041610
AQN.PR.A.TO,20230803,19.35,19.47,19.3,19.34,13600
