<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20250324,0.9901,1.010,0.9388,0.9900,50 109
AADI,20250324,6 800.00Rp,6 800.00Rp,6 325.00Rp,6 550.00Rp,7 156 000
AAL,20250324,11.56,11.90,11.54,11.83,44 590 238
AAME,20250324,1.420,1.450,1.310,1.370,17 375
AAOI,20250324,21.18,22.77,20.99,22.28,4 138 729
AAON,20250324,80.97,83.70,80.97,83.58,613 250
AAPL,20250324,221.00,221.48,218.58,220.73,44 299 483
ABAT,20250324,1.010,1.046,1.000,1.010,929 212
ABCL,20250324,2.480,2.600,2.450,2.590,2 745 280
ABEO,20250324,5.190,5.235,5.075,5.120,455 643
ABL,20250324,7.660,7.830,7.360,7.520,111 806
ABLLL,20250324,25.76,25.92,25.71,25.88,5 378
ABLLW,20250324,1.550,1.550,1.510,1.520,5 365
ABLV,20250324,1.060,1.074,0.9900,0.9900,46 490
ABLVW,20250324,-,-,-,-,30
ABNB,20250324,130.24,130.72,128.69,129.82,3 706 638
ABOS,20250324,1.220,1.260,1.204,1.240,144 627
ABSI,20250324,3.110,3.160,3.060,3.100,2 974 504
ABTS,20250324,3.540,3.650,3.460,3.460,8 571
ABUS,20250324,3.280,3.400,3.280,3.390,749 574
ABVC,20250324,0.6900,0.7289,0.6871,0.7098,145 519
ABVE,20250324,0.4681,0.6200,0.4356,0.6199,1 840 178
ABVEW,20250324,0.0267,0.0267,0.0230,0.0267,7 999
ABVX,20250324,7.420,7.820,7.060,7.370,121 012
ACAB,20250324,0.4530,0.4849,0.4429,0.4771,58 723
ACABU,20250324,0,,,,
ACABW,20250324,0,,,,
ACAD,20250324,80.20kr,81.00kr,79.80kr,80.40kr,69 895
ACB,20250324,4.570,4.645,4.505,4.570,857 983
ACCD,20250324,7.000,7.010,7.000,7.000,187 198
ACDC,20250324,7.700,7.980,7.630,7.770,412 112
ACET,20250324,0.8400,0.9493,0.8200,0.9143,1 606 250
ACGL,20250324,92.45,94.35,92.22,94.01,1 726 087
ACGLN,20250324,17.74,17.75,17.60,17.63,131 227
ACGLO,20250324,21.20,21.20,21.10,21.14,43 584
ACHC,20250324,28.75,29.30,28.55,28.94,1 528 420
ACHL,20250324,1.480,1.500,1.445,1.480,1 204 122
ACHV,20250324,2.840,2.980,2.800,2.970,126 168
ACIC,20250324,12.03,12.08,11.62,11.69,100 583
ACIU,20250324,2.150,2.150,2.050,2.120,297 265
ACIW,20250324,54.04,54.64,53.84,54.43,522 283
ACLS,20250324,57.29,58.41,56.72,57.55,397 748
ACLX,20250324,69.99,72.68,69.34,72.48,600 423
ACMR,20250324,27.40,27.85,27.07,27.74,1 105 092
ACNB,20250324,42.39,42.39,41.69,42.07,30 500
ACNT,20250324,12.57,13.13,12.36,12.81,68 620
ACON,20250324,0.7510,0.7895,0.7500,0.7700,1 513 885
ACONW,20250324,0.0460,0.0460,0.0404,0.0416,8 378
ACRS,20250324,1.620,1.755,1.590,1.700,1 372 363
ACRV,20250324,5.520,5.651,5.250,5.610,39 752
ACT,20250324,33.85,34.54,33.81,34.47,236 639
ACTG,20250324,3.480,3.480,3.390,3.400,315 506
ACTU,20250324,6.760,7.430,6.670,7.200,57 506
ACVA,20250324,15.78,16.06,15.40,16.01,1 671 849
ACXP,20250324,0.4300,0.4382,0.4200,0.4309,143 797
ADAG,20250324,1.700,1.800,1.700,1.770,146 557
ADAP,20250324,0.3098,0.3100,0.2741,0.2768,2 892 175
ADBE,20250324,392.47,396.86,391.38,394.47,5 223 006
ADD,20250324,0.9056,0.9238,0.8800,0.9099,108 811
ADEA,20250324,13.97,14.19,13.86,13.88,645 529
ADGM,20250324,0.8697,0.9222,0.8140,0.8184,37 781
ADI,20250324,210.00,214.08,209.74,212.34,3 457 971
ADIL,20250324,0.7110,0.7220,0.6707,0.7100,137 712
ADMA,20250324,19.98,20.53,19.75,20.32,2 339 645
ADN,20250324,5.390,5.550,5.000,5.200,13 171
ADNWW,20250324,0.0115,0.0139,0.0112,0.0129,12 059
ADP,20250324,297.53,300.23,296.73,298.89,1 709 089
ADPT,20250324,8.570,9.010,8.433,8.660,2 479 386
ADSE,20250324,14.20,14.74,14.03,14.50,102 139
ADSEW,20250324,2.750,3.140,2.500,3.140,34 643
ADSK,20250324,271.96,272.30,269.02,269.19,1 660 373
ADTN,20250324,9.490,9.615,9.420,9.430,738 974
ADTX,20250324,9.020,9.250,6.710,7.170,716 580
ADUS,20250324,91.07,92.41,89.75,90.98,145 964
ADV,20250324,20.20kr,20.40kr,18.50kr,19.25kr,160 311
ADVM,20250324,5.100,5.445,5.080,5.400,106 607
ADVWW,20250324,0,,,,
ADXN,20250324,7.880,7.930,7.540,7.600,3 837
AEAE,20250324,11.43,11.72,11.42,11.72,4 008
AEAEU,20250324,11.49,11.49,11.49,11.49,500
AEAEW,20250324,0.0221,0.0221,0.0221,0.0221,4 200
AEHL,20250324,0.1150,0.1150,0.1001,0.1071,929 399
AEHR,20250324,9.180,9.368,9.020,9.060,511 638
AEI,20250324,0.9060,0.9095,0.8801,0.9095,28 101
AEIS,20250324,107.81,108.69,106.59,107.17,198 926
AEMD,20250324,0.4400,0.4400,0.4100,0.4290,117 420
AENT,20250324,4.000,4.017,3.730,3.810,37 449
AENTW,20250324,0.2249,0.2427,0.2201,0.2201,8 041
AEP,20250324,105.25,105.69,104.02,104.18,2 617 404
AERT,20250324,0.6570,0.7000,0.6500,0.7000,17 029
AERTW,20250324,0.0296,0.0296,0.0296,0.0296,100
AEYE,20250324,0.7200,0.7200,0.6700,0.6881,209 352
AFBI,20250324,18.10,18.18,17.66,17.72,6 794
AFCG,20250324,6.420,6.520,6.340,6.350,248 267
AFJK,20250324,11.00,11.00,11.00,11.00,301
AFJKR,20250324,-,-,-,-,3 000
AFJKU,20250324,11.39,11.39,11.21,11.25,1 726
AFMD,20250324,0.9100,0.9100,0.8707,0.8720,155 635
AFRI,20250324,8.590,8.680,8.460,8.680,4 209
AFRIW,20250324,0.6281,0.7900,0.6150,0.6900,18 834
AFRM,20250324,51.52,52.68,51.21,52.54,6 133 784
AFYA,20250324,18.09,18.10,17.84,17.84,66 482
AGAE,20250324,1.140,1.170,1.140,1.170,5 282
AGBA,20250324,0.8000,0.8500,0.7501,0.7626,258 533
AGBAW,20250324,0,,,,
AGEN,20250324,1.660,1.670,1.550,1.640,473 724
AGFY,20250324,17.00,18.80,17.00,18.25,11 368
AGIO,20250324,31.67,32.52,31.44,32.31,481 827
AGMH,20250324,0.0667,0.0788,0.0662,0.0700,37 767 625
AGNC,20250324,10.22,10.25,10.10,10.13,21 406 891
AGNCL,20250324,25.40,25.55,25.40,25.48,4 953
AGNCM,20250324,25.35,25.40,25.34,25.37,21 344
AGNCN,20250324,26.18,26.24,26.18,26.18,14 294
AGNCO,20250324,25.81,25.87,25.81,25.87,16 133
AGNCP,20250324,25.41,25.48,25.37,25.39,20 727
AGRI,20250324,1.450,1.450,1.384,1.400,16 297
AGYS,20250324,75.00,77.72,75.00,77.46,285 540
AHCO,20250324,0,,,,
AHG,20250324,1.220,1.270,1.209,1.270,3 495
AIEV,20250324,0.1950,0.1958,0.1807,0.1807,225 456
AIFF,20250324,5.100,5.104,4.560,4.760,872 522
AIFU,20250324,0.3230,0.3515,0.3230,0.3369,449 244
AIHS,20250324,0.8580,0.8970,0.8580,0.8600,2 817
AILE,20250324,0,,,,
AILEW,20250324,0,,,,
AIMAU,20250324,12.30,16.69,12.30,14.29,10 939
