<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20250311,1.020,1.020,0.9488,0.9499,25 338
AADI,20250311,1.940,1.960,1.850,1.930,662 310
AAL,20250311,12.50,12.54,11.43,11.46,109 911 363
AAME,20250311,1.535,1.535,1.420,1.450,3 660
AAOI,20250311,14.11,15.29,13.98,15.07,3 020 379
AAON,20250311,79.66,83.50,79.00,82.39,1 824 368
AAPL,20250311,223.80,225.84,217.45,220.84,76 137 410
ABAT,20250311,0.9380,1.020,0.9180,1.000,729 980
ABCL,20250311,2.220,2.240,2.110,2.230,6 103 266
ABEO,20250311,5.040,5.490,5.030,5.460,484 592
ABL,20250311,7.310,7.650,7.160,7.590,288 094
ABLLL,20250311,-,-,-,-,1
ABLLW,20250311,1.350,1.490,1.270,1.490,4 165
ABLV,20250311,1.290,1.328,1.000,1.100,117 169
ABLVW,20250311,0.0300,0.0380,0.0200,0.0200,38 827
ABNB,20250311,129.98,130.77,123.70,125.44,9 318 416
ABOS,20250311,1.200,1.290,1.190,1.270,125 500
ABSI,20250311,3.030,3.090,2.865,2.950,4 467 261
ABTS,20250311,3.540,3.700,3.230,3.330,17 895
ABUS,20250311,3.120,3.179,3.020,3.060,804 872
ABVC,20250311,0.6324,0.6586,0.6302,0.6550,178 341
ABVE,20250311,0.3600,0.3850,0.3301,0.3600,201 941
ABVEW,20250311,0.0305,0.0305,0.0305,0.0305,105
ABVX,20250311,6.400,6.500,6.270,6.340,334 537
ACAB,20250311,0.4840,0.5005,0.4500,0.4885,55 713
ACABU,20250311,0,,,,
ACABW,20250311,0,,,,
ACAD,20250311,77.10kr,78.00kr,77.00kr,78.00kr,87 040
ACB,20250311,4.405,4.470,4.290,4.330,796 391
ACCD,20250311,6.960,6.970,6.960,6.960,855 877
ACDC,20250311,7.310,7.488,7.120,7.250,643 202
ACET,20250311,0.7750,0.8120,0.7450,0.7887,175 913
ACGL,20250311,90.80,91.02,89.52,90.09,1 910 010
ACGLN,20250311,18.14,18.19,18.03,18.03,21 738
ACGLO,20250311,21.32,21.36,21.21,21.22,12 322
ACHC,20250311,29.94,30.02,28.67,29.12,1 240 322
ACHL,20250311,1.380,1.390,1.380,1.390,291 084
ACHV,20250311,3.040,3.040,2.881,2.920,146 877
ACIC,20250311,11.94,12.09,11.78,11.95,150 498
ACIU,20250311,2.420,2.420,2.190,2.250,261 290
ACIW,20250311,51.69,52.62,51.57,51.77,636 065
ACLS,20250311,60.01,60.01,56.22,57.60,747 292
ACLX,20250311,71.94,71.94,68.36,68.36,752 104
ACMR,20250311,26.55,27.74,26.25,27.02,1 946 096
ACNB,20250311,40.21,40.70,39.62,39.92,41 417
ACNT,20250311,11.79,11.80,11.43,11.66,31 287
ACON,20250311,1.190,1.220,0.9007,0.9400,5 696 941
ACONW,20250311,0.0560,0.0577,0.0500,0.0577,10 268
ACRS,20250311,1.630,1.695,1.610,1.650,886 581
ACRV,20250311,5.380,5.540,5.210,5.450,18 444
ACT,20250311,33.61,33.80,33.03,33.10,220 073
ACTG,20250311,4.220,4.265,4.200,4.230,141 433
ACTU,20250311,7.250,7.250,6.915,7.090,18 066
ACVA,20250311,13.25,13.89,12.77,13.78,4 009 723
ACXP,20250311,0.4526,0.4667,0.4308,0.4601,370 150
ADAG,20250311,1.920,2.071,1.850,1.910,39 603
ADAP,20250311,0.4483,0.4700,0.4351,0.4470,2 238 064
ADBE,20250311,432.88,441.33,431.00,433.66,3 145 227
ADD,20250311,1.000,1.028,0.9500,1.000,168 612
ADEA,20250311,14.21,14.36,13.96,14.09,560 171
ADGM,20250311,1.158,1.158,1.000,1.040,13 282
ADI,20250311,217.33,217.38,206.48,209.08,4 225 517
ADIL,20250311,0.7040,0.7540,0.6140,0.6338,208 860
ADMA,20250311,16.52,17.75,16.52,17.35,2 549 922
