<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241122,1,1.02,0.9801,1.02,51000
AADI,20241122,2.3,2.33,2.25,2.3,55400
AADR,20241122,67.5,67.5,67.5,67.5,100
AAL,20241122,14.22,14.44,14.085,14.38,20237000
AAME,20241122,1.6399,1.6399,1.6399,1.6399,1500
AAOI,20241122,35.8216,38.94,35.1738,37.99,4942200
AAON,20241122,136.14,137.765,134,137.42,564500
AAPB,20241122,28.37,28.95,28.37,28.72,51100
AAPD,20241122,16.815,16.815,16.6829,16.75,78400
AAPL,20241122,228.06,230.7199,228.06,229.87,38168200
AAPU,20241122,35.89,36.64,35.82,36.32,263200
AAXJ,20241122,73.84,74.03,73.74,74,202200
ABAT,20241122,0.76,0.922,0.76,0.8899,1368400
ABCL,20241122,2.74,2.8299,2.71,2.76,1806900
ABCS,20241122,30.15,30.3248,30.15,30.3248,2400
ABEO,20241122,5.8,6.17,5.76,5.98,387500
ABL,20241122,7.72,7.83,7.07,7.55,2909200
ABLLL,20241122,26.3,26.3627,26.16,26.3627,3800
ABLLW,20241122,1.23,1.2757,1.04,1.15,93300
ABLV,20241122,0.81,0.9005,0.7985,0.9,23600
ABNB,20241122,133.3,140.76,133.3,137.34,6301000
ABOS,20241122,2.3,2.38,2.26,2.37,182400
ABP,20241122,3.2396,3.41,2.9046,3.105,20200
ABPWW,20241122,0.0506,0.07,0.044,0.06,19500
ABSI,20241122,2.58,2.64,2.52,2.56,1091700
ABTS,20241122,0.64,0.67,0.6215,0.63,74200
ABUS,20241122,3.47,3.525,3.45,3.51,717300
ABVC,20241122,0.569,0.5732,0.531,0.5488,48500
ABVE,20241122,0.64,0.68,0.61,0.644,1095000
ABVEW,20241122,0.0161,0.0198,0.0161,0.0162,600
ABVX,20241122,8.69,9.08,8.64,8.78,259500
ACAD,20241122,16.15,16.69,16.01,16.37,1398600
ACB,20241122,4.3,4.45,4.285,4.34,899300
ACCD,20241122,3.7,3.775,3.67,3.7,1337700
ACDC,20241122,7.53,7.9,7.4101,7.75,565200
ACET,20241122,0.91,0.95,0.886,0.9,1172200
ACGL,20241122,98.62,99.8,98.033,99.69,1569600
ACGLN,20241122,20.06,20.18,19.865,19.98,35300
ACGLO,20241122,22.84,22.9245,22.71,22.9,18100
ACHC,20241122,38.65,38.99,38.06,38.23,1132300
ACHL,20241122,1.05,1.0788,1.01,1.06,413300
ACHV,20241122,4.3,4.3385,4.21,4.29,94300
ACIC,20241122,13.34,13.5,13.2401,13.46,133100
ACIU,20241122,3.3,3.4,3.21,3.38,63200
ACIW,20241122,55.88,58.77,55.855,58.64,912100
ACLS,20241122,73.28,75.17,73.27,75.07,546800
ACLX,20241122,87.13,91.34,85.92,90.44,348800
ACMR,20241122,19.04,19.305,18.78,18.79,998500
ACNB,20241122,48.7033,48.7033,47.7,47.96,19200
ACNT,20241122,10.3,10.4,10.25,10.4,32300
ACOG,20241122,5.77,5.8,5.68,5.72,52100
ACON,20241122,0.175,0.1813,0.175,0.1758,125800
ACONW,20241122,0.028,0.028,0.028,0.028,100
ACRS,20241122,4.28,4.44,3.8,3.8,2988900
ACRV,20241122,6.45,6.634,6.33,6.55,25900
ACT,20241122,34.31,34.81,34.29,34.76,195700
ACTG,20241122,4.54,4.595,4.52,4.56,137100
ACTU,20241122,8.92,9,8.75,8.98,31500
ACVA,20241122,21.67,22.16,21.55,21.97,1841700
ACWI,20241122,120.01,120.53,119.95,120.44,2370400
ACWX,20241122,53.66,53.845,53.6,53.81,2440500
ACXP,20241122,1.35,1.43,1.3,1.35,183100
ADAG,20241122,2.26,2.28,2.15,2.1935,10900
ADAP,20241122,0.63,0.6648,0.6,0.6616,1341600
ADBE,20241122,502.5,513.37,502.5,512.15,2287600
ADD,20241122,5.45,5.5,4.95,5.3,42700
ADEA,20241122,12.18,12.325,11.985,12.05,397400
ADGM,20241122,2.3,2.47,2.14,2.47,68800
ADI,20241122,211.54,214.75,211.54,214.59,2695300
ADIL,20241122,1.02,1.02,0.99,1.01,149400
ADMA,20241122,21.45,21.48,20.88,21.18,2107800
ADN,20241122,7.68,7.9,6.82,7.3,130900
ADNWW,20241122,0.01,0.0117,0.01,0.0115,150800
ADP,20241122,305.34,308.02,304.31,305.15,1311900
ADPT,20241122,4.35,4.7,4.29,4.69,2328900
ADSE,20241122,13.79,13.89,13.405,13.7,50300
ADSEW,20241122,3.25,3.29,3.06,3.17,2300
ADSK,20241122,315.96,321.9,315.04,321.27,1905500
