<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241230,0.7600,0.8500,0.7250,0.8500,52066
AADI,20241230,3.2100,3.2100,2.8700,2.9600,334473
AADR,20241230,69.2600,69.4400,69.2600,69.2608,1874
AAL,20241230,17.2700,17.7300,17.1500,17.6200,20436357
AAME,20241230,1.4850,1.5500,1.4700,1.5500,11713
AAOI,20241230,36.9800,36.9900,34.1900,36.2400,2056321
AAON,20241230,119.9300,120.6050,117.1300,119.6500,365785
AAPB,20241230,34.3000,34.6399,33.9100,34.2400,81621
AAPD,20241230,15.1500,15.2401,15.0850,15.1600,926801
AAPL,20241230,252.2300,253.5000,250.7500,252.2000,35557542
AAPU,20241230,38.2700,38.6100,37.8100,38.1800,373730
AAXJ,20241230,72.4700,72.5677,72.1100,72.3300,159780
ABAT,20241230,3.1100,3.2364,2.6700,2.7100,13393702
ABCL,20241230,2.9500,2.9599,2.7900,2.8200,3283375
ABCS,20241230,28.2700,28.5000,28.2700,28.4500,3577
ABEO,20241230,5.5600,5.6700,5.4900,5.6100,217624
ABL,20241230,7.6800,7.8200,7.5500,7.7500,136281
ABLLL,20241230,28.9000,37.2000,28.5100,34.6400,133281
ABLLW,20241230,1.0500,1.0700,1.0500,1.0600,2053
ABLV,20241230,0.6342,0.7690,0.6307,0.7202,5609
ABLVW,20241230,0.0120,0.0120,0.0120,0.0120,0
ABNB,20241230,131.3100,132.6100,129.8500,131.8100,2458835
ABOS,20241230,1.7900,1.8100,1.6900,1.7500,275931
ABSI,20241230,2.7200,2.7700,2.6200,2.6500,2266608
ABTS,20241230,0.4730,0.4899,0.4401,0.4775,42686
ABUS,20241230,3.2000,3.2500,3.1300,3.2000,1178115
ABVC,20241230,0.5779,0.6110,0.5280,0.5907,234879
ABVE,20241230,0.4982,0.5300,0.4710,0.4710,153187
ABVEW,20241230,0.0206,0.0300,0.0206,0.0230,20789
ABVX,20241230,6.9800,7.3300,6.9500,7.0500,662067
ACABW,20241230,0.1466,0.1480,0.0800,0.0860,69596
ACAD,20241230,16.7800,16.8100,16.5200,16.6900,7347244
ACB,20241230,4.2500,4.2700,4.1100,4.2000,587071
ACCD,20241230,3.5000,3.5300,3.3727,3.4400,625739
ACDC,20241230,7.3600,7.8900,7.2500,7.8600,513555
ACET,20241230,0.9000,0.9103,0.8588,0.9007,537839
ACGL,20241230,91.7800,92.2400,90.8000,91.8900,1009971
ACGLN,20241230,17.7100,17.9000,17.7100,17.8650,47095
ACGLO,20241230,21.0100,21.2600,20.9600,21.2600,43396
ACHC,20241230,37.8500,39.0550,37.1600,38.5800,1707228
ACHL,20241230,1.1200,1.1900,1.1100,1.1800,407810
ACHV,20241230,3.6100,3.6800,3.5200,3.6100,109770
ACIC,20241230,13.3200,13.3500,13.0550,13.2800,102731
ACIU,20241230,2.7100,2.7300,2.6300,2.6700,86063
ACIW,20241230,51.0800,52.0600,50.6000,51.4900,1178521
ACLS,20241230,70.0000,70.6000,68.9361,70.0200,416692
ACLX,20241230,78.0000,79.1200,75.6000,78.3500,450423
ACMR,20241230,15.0300,15.1400,14.6470,15.0700,1034148
ACNB,20241230,39.0000,39.2900,38.2558,39.1500,14901
ACNT,20241230,11.3300,11.3900,11.1900,11.2500,16540
