<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20250116,1.04,1.04,0.97,0.99,7311
AADI,20250116,3.24,3.24,3.11,3.13,176941
AADR,20250116,72.25,72.43,72.25,72.3,3325
AAL,20250116,18.02,18.33,17.78,18.29,21854540
AAME,20250116,1.5,1.55,1.5,1.5023,2633
AAOI,20250116,31.99,32.43,30.84,30.88,1927985
AAON,20250116,131.11,133.64,130.68,131.53,494009
AAPB,20250116,30.28,30.34,27.8452,27.89,197682
AAPD,20250116,16.09,16.755,16.08,16.75,1156290
AAPL,20250116,237.49,238.01,228.03,228.26,68999102
AAPU,20250116,33.74,33.79,31,31.07,1643943
AAXJ,20250116,71.58,71.58,71.27,71.28,470340
ABAT,20250116,1.91,2.25,1.9,2.02,5854086
ABCL,20250116,2.97,2.9968,2.81,2.94,2870370
ABCS,20250116,28.4532,29.375,29.14,29.375,1409
ABEO,20250116,5.3,5.32,5.165,5.24,181511
ABL,20250116,7.39,7.55,7.35,7.38,139197
ABLLL,20250116,26.5,27.08,26.41,26.6401,11704
ABLLW,20250116,1,1.075,0.982,1.05,26619
ABLV,20250116,1.0091,1.0424,1.0091,1.0174,2137
ABLVW,20250116,0.0265,0.03,0.018,0.018,266194
ABNB,20250116,132.165,132.95,129.82,132.16,2854947
ABOS,20250116,1.71,1.74,1.59,1.61,298347
ABSI,20250116,2.84,2.84,2.7,2.8,2554962
ABTS,20250116,0.5,0.53,0.48,0.5099,58756
ABUS,20250116,3.26,3.27,3.16,3.22,688246
ABVC,20250116,0.55,0.578,0.53,0.5511,114093
ABVE,20250116,0.521,0.6198,0.5003,0.6,642154
ABVEW,20250116,0.0279,0.0279,0.0221,0.0245,13042
ABVX,20250116,6.21,6.27,6.065,6.23,39704
ACAD,20250116,17.53,17.68,17.21,17.52,1461639
ACB,20250116,3.97,4.01,3.9,3.96,663873
ACCD,20250116,6.85,6.88,6.85,6.86,2189001
ACDC,20250116,8.89,9.29,8.61,9.22,435820
ACET,20250116,0.9399,0.9424,0.88,0.9196,201604
ACGL,20250116,93.88,96.17,93.745,96.1,1777585
ACGLN,20250116,18.08,18.49,17.8065,18.41,50451
ACGLO,20250116,21.24,21.6999,21.24,21.58,20300
ACHC,20250116,43.02,43.475,41.77,41.95,1231372
ACHL,20250116,1.14,1.1695,1.12,1.15,64024
ACHV,20250116,3.3,3.3,3.07,3.07,213734
ACIC,20250116,12.44,12.44,12.08,12.09,116802
ACIU,20250116,2.68,2.68,2.57,2.64,224004
ACIW,20250116,53.57,54.8,53.57,54.34,673615
ACLS,20250116,73.35,74.225,71.7,71.98,394485
ACLX,20250116,67.77,68.24,66.01,67.01,735726
ACMR,20250116,18,18.37,17.04,17.68,1219616
ACNB,20250116,38.4,38.89,38.3,38.69,60480
ACNT,20250116,11.2,11.329,11.08,11.15,16793
ACON,20250116,0.0498,0.0538,0.0425,0.045,265455055
ACONW,20250116,0.0282,0.035,0.028,0.035,16327
ACRS,20250116,2.49,2.5252,2.44,2.51,354894
ACRV,20250116,5.53,5.66,5.36,5.55,41766
ACT,20250116,32.07,32.58,32.01,32.52,555070
ACTG,20250116,4.35,4.405,4.31,4.37,116234
ACTU,20250116,8.67,8.9,8.29,8.55,33409
ACVA,20250116,21.25,21.59,21.23,21.37,774084
ACWI,20250116,118.88,118.98,118.43,118.59,4597758
ACWX,20250116,52.5,52.6602,52.32,52.46,2830194
ACXP,20250116,0.7199,0.795,0.7103,0.787,324837
ADAG,20250116,1.82,1.84,1.77,1.84,2642
ADAP,20250116,0.593,0.5987,0.5701,0.59,722848
ADBE,20250116,418.21,428.88,418,426.93,4177696
ADD,20250116,1.8,1.81,1.73,1.75,418294
ADEA,20250116,12.9,12.955,12.74,12.76,378377
ADGM,20250116,0.8168,0.8348,0.77,0.8229,308334
ADI,20250116,217.97,217.97,212.71,215.02,3115978
ADIL,20250116,1.01,1.0583,1,1.04,39097
ADMA,20250116,16.73,17.03,16.4,16.63,1700597
ADN,20250116,6.13,6.69,6.13,6.69,11546
ADNWW,20250116,0.02,0.02,0.0176,0.0192,51245
ADP,20250116,291.84,297.61,291.805,296.23,1667286
ADPT,20250116,7.19,7.19,6.51,6.92,1635397
ADSE,20250116,15.15,15.57,14.77,15.06,164274
ADSEW,20250116,3.7999,3.8,3.705,3.8,20404
ADSK,20250116,290.44,293.35,288.785,290.08,1071496
ADTN,20250116,10.06,10.3,9.97,10.13,868469
ADTX,20250116,0.1968,0.2077,0.127,0.1376,282624943
ADUS,20250116,131.27,133.68,131.005,133.325,117658
ADV,20250116,2.38,2.45,2.285,2.43,434069
ADVM,20250116,4.7,4.7,4.2015,4.29,169519
ADVWW,20250116,0.0147,0.0179,0.0126,0.0178,137971
ADXN,20250116,7.92,7.95,7.71,7.95,5664
AEAE,20250115,11.08,11.08,11.08,11.08,2
AEAEU,20250116,10.77,10.77,10.77,10.72,1
AEAEW,20241230,0.0042,0.0042,0.0042,0.0042,25000
AEHL,20250116,0.1688,0.1701,0.1516,0.157,3502322
AEHR,20250116,13.22,13.3784,12.13,12.17,1241211
AEI,20250116,0.91,0.91,0.8208,0.8499,81173
AEIS,20250116,121.8,122.8,119.52,119.66,242803
AEMD,20250116,0.69,0.7307,0.6703,0.7145,1552122
AENT,20250116,5.95,6.53,5.24,5.94,107665
AENTW,20250116,0.3398,0.3925,0.285,0.3525,5666
AEP,20250116,94.88,96.85,94.7,96.82,2456472
AERT,20250116,0.825,0.8596,0.8001,0.8375,23662
AERTW,20250116,0.0354,0.0222,0.022,0.022,9598
AEYE,20250116,16.22,16.71,15.91,16.05,195396
AFBI,20250116,18,18.49,18,18.49,17253
AFCG,20250116,8.4,8.47,8.34,8.44,98207
AFJK,20250115,10.795,10.795,10.795,10.795,143
AFJKR,20250110,0.16,0.18,0.18,0.18,200
AFJKU,20241211,0,10.95,10.95,10.95,0
AFMD,20250116,1.09,1.14,1.0345,1.08,432824
AFRI,20250116,9.95,9.95,9.78,9.78,8323
AFRIW,20250114,1.22,1.12,1.12,1.12,76
AFRM,20250116,59.155,60.36,57.58,58,5989866
AFYA,20250116,15.63,15.85,15.335,15.65,70834
AGAE,20250116,0.9,0.9287,0.8785,0.88,20350
AGEN,20250116,3.2,3.2,3.0801,3.15,151776
AGFY,20250116,24.6204,27.79,24.49,26.67,30503
AGIO,20250116,33.28,33.82,31.48,31.82,969736
AGIX,20250116,29.15,29.45,29.15,29.45,6416
AGMH,20250116,1.28,1.29,1.24,1.24,9272
AGMI,20250116,26.12,25.9794,25.9794,25.9794,183
AGNC,20250116,9.39,9.56,9.38,9.55,17344971
AGNCL,20250116,24.4136,24.54,24.2,24.2,29360
AGNCM,20250116,25.1,25.22,25.1,25.185,21982
AGNCN,20250116,25.83,25.84,25.6301,25.72,14292
AGNCO,20250116,25.2,25.33,25.2,25.31,35706
AGNCP,20250116,24.75,24.85,24.65,24.65,78682
AGNG,20250116,30.44,30.73,30.44,30.73,2815
AGRI,20250116,2.64,2.69,2.52,2.63,64611
AGYS,20250116,134.24,135.5857,132.52,132.97,190168
AGZD,20250116,22.63,22.63,22.44,22.59,136199
AHCO,20250116,10.34,10.505,10.22,10.38,843542
AHG,20250116,1.39,1.5043,1.37,1.405,29916
AIA,20250116,68.43,68.43,68.12,68.13,14795
AIEV,20250116,0.325,0.344,0.2876,0.2957,216917
AIFF,20250116,3.7,4.178,3.6014,3.91,1274769
AIFU,20250116,0.37,0.4097,0.3614,0.3892,1359498
AIHS,20250116,0.93,0.93,0.8601,0.8601,2796
AILE,20241231,0.645,0.42,0.42,0.42,12411575
AILEW,20241231,0.0252,0.02,0.02,0.02,899028
AIMAU,20250116,11.79,12.1002,11.75,12,2081
AIMAW,20250114,0.0102,0.0181,0.0181,0.0181,4502
AIMBU,20250116,11.9799,11.98,11.9798,11.9798,1302
AIMD,20250116,0.6483,0.6748,0.6051,0.6499,178733
AIMDW,20250115,0.1498,0.12,0.12,0.12,10150
AIOT,20250116,6.16,6.39,6.1,6.1,1046734
AIP,20250116,11.61,12.13,11.44,11.45,220256
AIPI,20250116,48.8675,49.73,49.3,49.62,61321
AIQ,20250116,39.1545,39.18,38.85,38.88,313517
AIRE,20250116,1.75,1.9,1.68,1.68,177219
AIRG,20250116,7.04,7.47,7.02,7.2,29743
AIRJ,20250116,8.195,8.79,8.15,8.75,50157
AIRJW,20250116,1.26,1.25,1.18,1.25,1526
AIRL,20250116,29.54,29.7949,29.54,29.7949,303
AIRR,20250116,81.45,82.16,81.1964,81.84,840986
AIRS,20250116,5.01,5.035,4.835,4.93,103706
AIRT,20250116,20.17,20.17,20,20,2188
