<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241220,0.85,0.86,0.81,0.84,12077
AADI,20241220,2.52,3.6,2.13,3.39,8893129
AADR,20241220,69.5,69.74,69.19,69.27,2330
AAL,20241220,16.57,17.18,16.55,16.88,22115666
AAME,20241220,1.51,1.55,1.46,1.48,6515
AAOI,20241220,32,37.94,31.5,37.82,5135157
AAON,20241220,124.32,127.49,123.8,124.13,838628
AAPB,20241220,33.26,35.06,32.85,35,93260
AAPD,20241220,15.58,15.68,15.14,15.17,804487
AAPL,20241220,248.04,255,245.69,254.49,115242800
AAPU,20241220,37.35,39.44,36.84,39.33,612884
AAXJ,20241220,72.14,73.02,72.07,72.62,260031
ABAT,20241220,1.06,1.26,1.015,1.11,6968979
ABCL,20241220,2.7,2.88,2.69,2.85,2074044
ABCS,20241220,28.39,28.9,28.39,28.73,2166
ABEO,20241220,5.64,5.79,5.56,5.7,210374
ABL,20241220,7.45,7.9,7.42,7.72,345752
ABLLL,20241220,26.71,27.41,26.71,26.99,5361
ABLLW,20241220,1.15,1.15,1.1,1.1,5946
ABLV,20241220,0.61,0.7,0.61,0.7,787
ABNB,20241220,128.63,135.82,128.61,134.21,14065397
ABOS,20241220,1.78,1.86,1.75,1.85,766072
ABP,20241220,1.41,3.99,1.41,2.07,17728097
ABPWW,20241220,0.05,0.1374,0.049,0.1021,787384
ABSI,20241220,2.88,3.09,2.88,2.99,2449272
ABTS,20241220,0.49,0.49,0.4501,0.455,66790
ABUS,20241220,3.18,3.26,3.16,3.21,2594978
ABVC,20241220,0.508,0.53,0.49,0.524,100030
ABVE,20241220,0.575,0.58,0.4971,0.52,70745
ABVEW,20241220,0.0237,0.0339,0.0186,0.0186,46074
ABVX,20241220,7.57,7.83,7.39,7.65,215010
ACAD,20241220,16.51,17.21,16.49,16.87,4839208
ACB,20241220,4.07,4.34,4.02,4.27,640608
ACCD,20241220,3.26,3.48,3.26,3.48,2005980
ACDC,20241220,7.04,7.33,6.9,6.99,452505
ACET,20241220,0.88,0.91,0.86,0.91,606801
ACGL,20241220,88.63,91.35,88.63,90.99,4378738
ACGLN,20241220,17.93,18.2,17.93,18.16,36099
ACGLO,20241220,21.5,21.67,21.46,21.65,37643
