<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACG,20241107,1.02,1.05,1,1.05,27800
AADI,20241107,2.14,2.16,2.05,2.1,164400
AADR,20241107,65.97,66.53,65.91,66.24,6700
AAL,20241107,13.94,14,13.6,13.62,19654500
AAME,20241107,1.6346,1.72,1.6346,1.6502,3700
AAOI,20241107,16.83,18.34,16.3,17.9,7538000
AAON,20241107,120.76,121.18,118.6,119.1,612700
AAPB,20241107,27.51,28.3,27.51,28.24,173700
AAPD,20241107,17.1,17.1,16.86,16.87,396700
AAPL,20241107,224.63,227.875,224.57,227.48,42137600
AAPU,20241107,34.9,35.85,34.875,35.78,550100
AAXJ,20241107,78.07,78.76,78,78.61,509100
ABAT,20241107,0.99,1.01,0.9803,0.985,351500
ABCL,20241107,2.8,2.84,2.63,2.72,2348300
ABCS,20241107,29.75,29.83,29.69,29.72,1200
ABEO,20241107,6.3,6.48,6.25,6.38,171200
ABL,20241107,8.635,9.243,8.635,8.81,44700
ABLLL,20241107,26.68,27.18,26.6799,26.94,4200
ABLLW,20241107,1.5,1.53,1.29,1.32,16100
ABLV,20241107,0.96,0.97,0.95,0.9536,4500
ABNB,20241107,141.76,148.64,141.7,147.37,11988900
ABOS,20241107,3.23,3.29,3.16,3.17,179500
ABSI,20241107,4.14,4.22,4.01,4.03,948700
ABTS,20241107,0.5432,0.58,0.54,0.56,18400
ABUS,20241107,3.92,3.92,3.7,3.73,1054200
ABVC,20241107,0.541,0.5499,0.533,0.5424,89600
ABVE,20241107,0.41,0.449,0.4,0.43,31300
ABVEW,20241107,0.0235,0.0249,0.0171,0.0171,39000
ABVX,20241107,10.48,10.69,10.36,10.54,28300
ACAB,20241107,10.12,11,10.08,10.08,2200
ACAD,20241107,15.69,17.49,15.68,17.2,3217000
ACB,20241107,5.09,5.2401,5.05,5.09,1427900
ACCD,20241107,3.45,3.61,3.38,3.56,1473800
ACDC,20241107,7.51,7.51,7.1075,7.14,660500
ACET,20241107,1.3,1.38,1.3,1.33,501500
ACGL,20241107,101.86,102.16,99.72,99.8,2048900
ACGLN,20241107,20.63,20.8,20.5758,20.67,30000
ACGLO,20241107,23.31,23.47,23.2901,23.33,10700
ACHC,20241107,42.18,43.03,41.67,42.08,1159200
ACHL,20241107,1.05,1.07,1.03,1.045,100900
ACHV,20241107,5.1,5.15,4.89,5,115900
ACIC,20241107,13.47,13.47,12.59,12.64,227900
ACIU,20241107,3.15,3.2754,3.11,3.27,79900
ACIW,20241107,55,59.595,55,59.2,1188100
ACLS,20241107,88.5,92.4699,81.47,87.1,1335400
ACLX,20241107,92.74,99.48,91.69,99.16,695700
ACMR,20241107,21.29,22.12,19.7,20.6,2702200
ACNB,20241107,50.23,50.23,45.9,46.91,34100
ACNT,20241107,9.29,9.4821,9.19,9.4,55400
ACON,20241107,0.196,0.199,0.1815,0.1843,881900
ACRS,20241107,2.27,2.55,2.26,2.45,1006000
ACRV,20241107,8.4,8.74,8.21,8.5,80200
ACT,20241107,34.2,34.33,33.12,33.47,366100
ACTG,20241107,4.73,4.78,4.655,4.68,252500
ACTU,20241107,8.4,9.025,8.4,8.75,80300
ACVA,20241107,19.32,20.2,19.07,19.5,2361000
ACWI,20241107,121.15,121.855,121.07,121.62,1079800
ACWX,20241107,55.47,55.78,55.38,55.69,814100
ACXP,20241107,1.86,1.89,1.8301,1.87,10800
ADAG,20241107,3.05,3.082,2.89,3.08,27500
ADAP,20241107,0.82,0.8332,0.7715,0.7769,725400
ADBE,20241107,510.65,510.655,495.3,500.92,2640200
ADD,20241107,0.157,0.174,0.157,0.1673,2090000
ADEA,20241107,14.04,14.24,13.72,14.09,818100
ADGM,20241107,2.7,2.905,2.65,2.7,13000
ADI,20241107,229.63,230.27,225.72,227.77,2500900
ADIL,20241107,1.02,1.09,0.9975,1.07,195800
ADMA,20241107,19.8,20.06,19.63,19.72,4428100
ADN,20241107,3.12,4.1,3.12,3.85,352300
ADNWW,20241107,0.009,0.011,0.0078,0.0105,463800
ADP,20241107,305,306.19,303.049,304.85,1299500
ADPT,20241107,5.79,6.03,5.515,5.63,1775900
ADSE,20241107,14.05,14.14,13.53,13.63,36600
ADSEW,20241107,3.3775,3.425,3.16,3.425,4700
ADSK,20241107,302.95,306.225,301.05,305.51,1057200
ADTN,20241107,6.25,7.58,6.185,7.55,1982700
ADTX,20241107,0.43,0.4383,0.361,0.37,4357100
ADUR,20241107,4.25,4.25,3.975,4.25,247600
ADUS,20241107,131.51,133.41,128.53,129.08,197600
ADV,20241107,3.25,3.74,2.92,3.73,955400
ADVM,20241107,7.98,8.12,7.87,7.9,110700
ADVWW,20241107,0.024,0.0301,0.024,0.0301,4000
ADXN,20241107,10.97,11.76,10.64,10.64,23600
AEHL,20241107,0.28,0.32,0.28,0.2984,909100
AEHR,20241107,12.29,12.9,11.9,12.02,1113800
AEI,20241107,1.5,1.5711,1.3977,1.42,24300
AEIS,20241107,118.01,118.425,116.51,117.32,219700
AEMD,20241107,0.3927,0.436,0.3809,0.4034,525200
AENT,20241107,4.72,4.9,4.68,4.73,35700
AENTW,20241107,0.16,0.187,0.16,0.18,41800
AEP,20241107,96.18,96.905,95.31,96.33,3510000
AERT,20241107,1.62,1.64,1.56,1.58,14700
AEYE,20241107,26.15,28.28,26.15,27.03,210600
AFBI,20241107,21.5,21.575,21.4,21.4,7500
AFCG,20241107,9.97,9.99,9.8,9.8,107000
AFMD,20241107,3.65,3.98,3.61,3.83,231100
AFRI,20241107,10.59,10.59,10.35,10.37,9900
AFRIW,20241107,1.3142,1.3142,1.17,1.17,300
AFRM,20241107,51.42,51.6,48.3,48.79,19168000
AFYA,20241107,18.19,18.19,17.71,17.84,210500
AGAE,20241107,1.16,1.1897,1.15,1.15,28400
AGEN,20241107,4.25,4.3,3.91,3.93,673100
AGFY,20241107,4.35,5.03,4.2,4.8,286800
AGIO,20241107,51.66,55.19,51.285,55.08,1188000
AGIX,20241107,27.32,27.93,27.32,27.87,2000
AGMH,20241107,1.8699,1.8699,1.7223,1.83,15700
AGMI,20241107,30.21,30.5895,30.21,30.5895,100
AGNC,20241107,9.4,9.58,9.4,9.52,21028600
AGNCL,20241107,25.3,25.44,25.28,25.34,8500
AGNCM,20241107,25.05,25.1,25,25.04,8500
AGNCN,20241107,25.81,25.9,25.75,25.76,20800
AGNCO,20241107,25.35,25.42,25.3,25.37,28600
AGNCP,20241107,24.75,24.9001,24.73,24.8,25000
AGNG,20241107,32.03,32.22,31.94,32.2,11600
AGRI,20241107,0.0503,0.0523,0.047,0.049,24803000
AGYS,20241107,115.83,118.18,114.175,117.25,198700
AGZD,20241107,22.46,22.48,22.41,22.44,22900
AHCO,20241107,10.03,10.11,9.56,9.83,1298200
AHG,20241107,0.8569,0.918,0.84,0.89,8000
AIA,20241107,74.29,75.165,74.29,74.96,39500
AIEV,20241107,0.36,0.3905,0.3311,0.348,52500
AIFF,20241107,3.14,3.4,2.97,3.23,101300
AIFU,20241107,1.27,1.34,1.26,1.33,76100
AIHS,20241107,0.963,0.965,0.9253,0.9522,4400
AILE,20241107,1.47,1.52,1.4305,1.49,263200
AIMD,20241107,0.46,0.4878,0.4599,0.4781,170500
AIOT,20241107,5.33,5.395,5.2,5.35,869600
AIP,20241107,8.29,8.69,8.27,8.59,236300
AIPI,20241107,51.13,51.92,51.13,51.83,77300
AIQ,20241107,38.69,39.16,38.6799,39.09,476600
AIRE,20241107,1.06,1.1,1.0535,1.07,30700
AIRG,20241107,9.63,9.63,9.35,9.37,14800
AIRJ,20241107,5.9,6.31,5.64,5.73,50300
AIRL,20241107,28.97,28.97,28.8305,28.8305,100
AIRR,20241107,83.88,83.99,83,83.37,1185500
AIRS,20241107,7.65,7.83,7.12,7.19,117600
AIRT,20241107,16,16.135,14.852,15.42,29800
AIRTP,20241107,17.9,17.94,17.9,17.94,400
AISP,20241107,2.25,2.39,2.08,2.35,533900
AISPW,20241107,0.2184,0.2596,0.2184,0.24,23800
AITR,20241107,10.54,10.54,10.54,10.54,1100
AITRR,20241107,0.1011,0.1011,0.1011,0.1011,800
AIXI,20241107,6.45,6.75,6.39,6.6,89200
AKAM,20241107,104.74,104.99,103.19,104.4,2610900
AKAN,20241107,0.77,0.8198,0.76,0.7929,69100
AKBA,20241107,1.74,1.91,1.67,1.865,4754600
AKRO,20241107,35.26,35.875,34.56,34.87,589900
AKTS,20241107,0.048,0.0541,0.047,0.0522,8300600
AKTX,20241107,2.28,2.43,2.28,2.43,2000
AKYA,20241107,3.24,3.3,3.195,3.22,108300
ALAB,20241107,99,99.84,94.41,94.49,6308000
ALAR,20241107,13.77,14.8804,13.44,14.43,217200
ALBT,20241107,2.98,3.57,2.98,3.44,205400
ALCE,20241107,2.27,2.27,1.95,2.08,58200
ALCO,20241107,26.8961,27.08,26.4701,26.58,25800
ALCYW,20241107,0.0803,0.0803,0.0803,0.0803,53100
ALDFU,20241107,9.9906,9.9906,9.99,9.99,600
ALDX,20241107,5.39,5.5,5.2401,5.34,345900
ALEC,20241107,5.26,6.1,5.16,5.64,793000
ALF,20241107,10.03,10.0341,10.02,10.03,12500
ALFUW,20241107,0.102,0.102,0.1019,0.102,500
ALGM,20241107,22.87,22.94,22.125,22.16,1222700
ALGN,20241107,224.91,224.91,219.77,222.18,959100
ALGS,20241107,9.08,10.45,9.0214,9.92,174500
ALGT,20241107,72.94,74.41,71.1,71.11,464900
ALHC,20241107,14,14.24,13.69,13.78,1114400
ALKS,20241107,29.1,29.29,28.6,28.97,1754300
ALKT,20241107,37.75,38.11,37.24,37.76,4266700
